ApplStandard,Brand,Cap,CEC_,Conn_Type,Country,delayStartMode,Depth,Height,Load_Type,Model No,Family Name,N-Standard,New SRI,New Star,postProgenergy,powerConsMode,Prog Name,Prog Time,Sold_in,standbyPowerUsage,Submit_ID,SubmitStatus,Tot Wat Cons,Type,Water_Softener,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Water Consumption (litres),Star Rating (old),Star Image Large,Star Image Small
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,KitchenAid,13,324,Single,Poland,True,660.0,840.0,IEC,KDSDM 82130,,AS/NZS 2007.1:2005,2.83754666178536,2.5,0.035,0.843,Eco 50°,200.0,"Australia,New Zealand",0.432,94020,Approved,13.5,Built-in,True,640.0,2020-10-27,,Single product class,Available,http://www.whirlpool.com.au/,,13.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
AS/NZS 2007.2:2005,Nouveau,14,320,Dual,China,False,600.0,845.0,AS/NZS,WQP12-7205D,,AS/NZS 2007.1:2005,3.08014988812004,3.0,0.26,522.0,NORMAL,147.0,New Zealand,0.0,94929,Approved,26.0,Freestanding,False,598.0,2116-07-29,,Single product class,Available,http://www.mitre10.co.nz/,http://www.mitre10.co.nz/,13.6,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
AS/NZS 2007.2:2005 (Legacy),Nouveau,14,320,Dual,China,False,,,IEC,WQP12-7205DW,,AS/NZS 2007.1:2005,3.08014988812004,3.0,0.26,0.0,NORMAL,147.0,New Zealand,0.24,94963,Approved,13.6,Freestanding,False,,2116-07-29,,Single product class,Available,http://www.mitre10.co.nz/,http://www.mitre10.co.nz/,13.6,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Dishlex,13,282,Single,Poland,True,625.0,850.0,IEC,DSF6216X,,AS/NZS 2007.1:2005,3.22679868863383,3.0,0.00018,0.09,Eco 50,129.0,Australia,0.09,95080,Approved,10.6,Freestanding,False,595.0,2020-12-15,,Single product class,Available,,,11.6,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Omega,13,299,Single,Turkey,False,,,IEC,ODW802XB,,AS/NZS 2007.1:2005,3.06268146243857,3.0,0.0,0.49,Eco 50,142.59,"Australia,New Zealand",0.06,95404,Approved,12.3,Freestanding,False,,2020-12-18,,Single product class,Available,,http://www.omegaappliances.com.au,12.8,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
AS/NZS 2007.2:2005 (Legacy),CLASSIQUE,14,320,Single,China,False,,,IEC,CLDW60I,,AS/NZS 2007.1:2005,3.08014988812004,3.0,0.87,0.26,Normal,163.0,New Zealand,0.24,95895,Approved,13.6,Built-in,False,,2116-01-11,,Single product class,Available,http://www.applico.co.nz/,http://www.applico.co.nz/,13.6,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Omega,6,164,Single,China,False,,,IEC,ODW101W,,AS/NZS 2007.1:2005,2.5787317328589,2.5,1e-06,0.53,Normal,129.91,"Australia,Fiji,New Zealand",0.52,96052,Approved,7.4,On Bench,False,,2021-02-10,,Single product class,Available,,http://www.omegaappliances.com.au,7.4,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Stirling,15,245,Single,China,True,815.0,578.0,AS/NZS,STRSS15,,AS/NZS 2007.1:2005,4.02234014411325,4.0,0.647,0.41,Normal,165.0,Australia,0.0,96242,Approved,12.0,Built-in,False,596.0,2021-01-27,,Single product class,Available,,http://www.tempoaustralia.com.au,12.2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,IKEA,15,289,Single,Italy,True,575.0,820.0,IEC,Valgjord 903.053.27,,AS/NZS 2007.1:2005,3.55926170147368,3.5,0.00018,0.14,ECO 50,140.0,"Australia,Fiji,New Zealand",0.13,96832,Approved,13.4,Built-in,True,596.0,2021-02-19,,Single product class,Available,,http://ikea.com.au/,13.4,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,15,240,Single,Italy,True,600.0,820.0,IEC,DWA6D15X,,AS/NZS 2007.1:2005,4.08014988812004,4.0,0.962,0.788,Normal Eco,142.0,Australia,0.383,97091,Approved,9.5,Freestanding,True,600.0,2021-03-11,,Single product class,Available,,http://www.smeg.com.au,9.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,ARC,12,277,Single,China,True,,,IEC,ADF6SE2,,AS/NZS 2007.1:2005,3.05254158429,3.0,0.0,2.304053,Normal,129.0,"Australia,New Zealand",0.292731,97205,Approved,14.1,Freestanding,False,,2021-03-04,,Single product class,Available,http://www.hapl.com.au,,14.1,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,15,243,Single,Italy,True,600.0,860.0,IEC,DWA*6D,DWA*6D,AS/NZS 2007.1:2005,4.04532120107694,4.0,0.0,0.783,Normal Eco,142.0,Australia,0.385,97235,Approved,9.7,Built-in,False,600.0,2021-03-15,,Single product class,Available,,http://www.smeg.com.au,9.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,15,243,Single,Italy,True,600.0,860.0,IEC,DWAFI6D15PO,DWA*6D,AS/NZS 2007.1:2005,4.04532120107694,4.0,0.0,0.783,Normal Eco,142.0,Australia,0.385,97235,Approved,9.7,Built-in,False,600.0,2021-03-15,,Single product class,Available,,http://www.smeg.com.au,9.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,15,243,Single,Italy,True,600.0,860.0,IEC,DWAFI6D15T,DWA*6D,AS/NZS 2007.1:2005,4.04532120107694,4.0,0.0,0.783,Normal Eco,142.0,Australia,0.385,97235,Approved,9.7,Built-in,False,600.0,2021-03-15,,Single product class,Available,,http://www.smeg.com.au,9.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,15,243,Single,Italy,True,600.0,860.0,IEC,DWAI6D15XT,DWA*6D,AS/NZS 2007.1:2005,4.04532120107694,4.0,0.0,0.783,Normal Eco,142.0,Australia,0.385,97235,Approved,9.7,Built-in,False,600.0,2021-03-15,,Single product class,Available,,http://www.smeg.com.au,9.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,15,243,Single,Italy,True,600.0,860.0,IEC,DWAU6D15XT,DWA*6D,AS/NZS 2007.1:2005,4.04532120107694,4.0,0.0,0.783,Normal Eco,142.0,Australia,0.385,97235,Approved,9.7,Built-in,False,600.0,2021-03-15,,Single product class,Available,,http://www.smeg.com.au,9.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,15,243,Single,Italy,True,600.0,860.0,IEC,DWA*6315*,DWA*6315*,AS/NZS 2007.1:2005,4.04532120107694,4.0,0.0,0.771,Normal Eco,142.0,"Australia,New Zealand",0.377,97247,Approved,9.7,Built-in,True,600.0,2021-03-22,,Single product class,Available,,http://www.smeg.com.au,9.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,15,243,Single,Italy,True,600.0,860.0,IEC,DWA6315W,DWA*6315*,AS/NZS 2007.1:2005,4.04532120107694,4.0,0.0,0.771,Normal Eco,142.0,"Australia,New Zealand",0.377,97247,Approved,9.7,Built-in,True,600.0,2021-03-22,,Single product class,Available,,http://www.smeg.com.au,9.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,15,243,Single,Italy,True,600.0,860.0,IEC,DWA6315X,DWA*6315*,AS/NZS 2007.1:2005,4.04532120107694,4.0,0.0,0.771,Normal Eco,142.0,"Australia,New Zealand",0.377,97247,Approved,9.7,Built-in,True,600.0,2021-03-22,,Single product class,Available,,http://www.smeg.com.au,9.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,15,243,Single,Italy,True,600.0,860.0,IEC,DWAFI6315T,DWA*6315*,AS/NZS 2007.1:2005,4.04532120107694,4.0,0.0,0.771,Normal Eco,142.0,"Australia,New Zealand",0.377,97247,Approved,9.7,Built-in,True,600.0,2021-03-22,,Single product class,Available,,http://www.smeg.com.au,9.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,15,243,Single,Italy,True,600.0,860.0,IEC,DWAI6315XT,DWA*6315*,AS/NZS 2007.1:2005,4.04532120107694,4.0,0.0,0.771,Normal Eco,142.0,"Australia,New Zealand",0.377,97247,Approved,9.7,Built-in,True,600.0,2021-03-22,,Single product class,Available,,http://www.smeg.com.au,9.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,15,243,Single,Italy,True,600.0,860.0,IEC,DWAU6315X,DWA*6315*,AS/NZS 2007.1:2005,4.04532120107694,4.0,0.0,0.771,Normal Eco,142.0,"Australia,New Zealand",0.377,97247,Approved,9.7,Built-in,True,600.0,2021-03-22,,Single product class,Available,,http://www.smeg.com.au,9.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Westinghouse,15,294,Single,Turkey,True,600.0,850.0,IEC,WSF67251S,,AS/NZS 2007.1:2005,3.51117007205662,3.5,0.0,1.03,ECO 50C,156.0,"Australia,Fiji,New Zealand",0.08,97264,Approved,13.4,Freestanding,False,595.0,2021-03-29,,Single product class,Available,,,13.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,14,243,Single,Italy,True,600.0,820.0,IEC,DWA*6314,DWA*6314,AS/NZS 2007.1:2005,3.85188773270636,3.5,0.0,0.789,Normal Eco,142.0,"Australia,New Zealand",0.387,97314,Approved,9.7,Built-in,False,600.0,2021-03-14,,Single product class,Available,,http://www.smeg.com.au,9.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,14,243,Single,Italy,True,600.0,820.0,IEC,DWA6314B,DWA*6314,AS/NZS 2007.1:2005,3.85188773270636,3.5,0.0,0.789,Normal Eco,142.0,"Australia,New Zealand",0.387,97314,Approved,9.7,Built-in,False,600.0,2021-03-14,,Single product class,Available,,http://www.smeg.com.au,9.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,14,243,Single,Italy,True,600.0,820.0,IEC,DWA6314W,DWA*6314,AS/NZS 2007.1:2005,3.85188773270636,3.5,0.0,0.789,Normal Eco,142.0,"Australia,New Zealand",0.387,97314,Approved,9.7,Built-in,False,600.0,2021-03-14,,Single product class,Available,,http://www.smeg.com.au,9.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,14,243,Single,Italy,True,600.0,820.0,IEC,DWA6314X,DWA*6314,AS/NZS 2007.1:2005,3.85188773270636,3.5,0.0,0.789,Normal Eco,142.0,"Australia,New Zealand",0.387,97314,Approved,9.7,Built-in,False,600.0,2021-03-14,,Single product class,Available,,http://www.smeg.com.au,9.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,14,243,Single,Italy,True,600.0,820.0,IEC,DWAFI6314,DWA*6314,AS/NZS 2007.1:2005,3.85188773270636,3.5,0.0,0.789,Normal Eco,142.0,"Australia,New Zealand",0.387,97314,Approved,9.7,Built-in,False,600.0,2021-03-14,,Single product class,Available,,http://www.smeg.com.au,9.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,14,243,Single,Italy,True,600.0,820.0,IEC,DWAI6314X,DWA*6314,AS/NZS 2007.1:2005,3.85188773270636,3.5,0.0,0.789,Normal Eco,142.0,"Australia,New Zealand",0.387,97314,Approved,9.7,Built-in,False,600.0,2021-03-14,,Single product class,Available,,http://www.smeg.com.au,9.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,14,243,Single,Italy,True,600.0,820.0,IEC,DWAU6314X,DWA*6314,AS/NZS 2007.1:2005,3.85188773270636,3.5,0.0,0.789,Normal Eco,142.0,"Australia,New Zealand",0.387,97314,Approved,9.7,Built-in,False,600.0,2021-03-14,,Single product class,Available,,http://www.smeg.com.au,9.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Omega,14,310,Single,China,True,555.0,820.0,IEC,ODW60B,,AS/NZS 2007.1:2005,3.16916286437226,3.0,0.83,0.34,Normal,107.0,"Australia,Fiji,New Zealand",0.34,97332,Approved,13.5,Built-in,False,596.0,2021-03-22,,Single product class,Available,,http://www.omegaappliances.com.au,13.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,14,267,Single,Italy,True,600.0,820.0,IEC,DWA*6214*,DWA*6214*,AS/NZS 2007.1:2005,3.58781755715773,3.5,0.0,0.7803,Normal Eco,147.0,"Australia,Fiji,New Zealand",0.3807,97333,Approved,11.3,Built-in,False,600.0,2022-01-16,,Single product class,Available,,http://www.smeg.com.au,11.3,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,14,267,Single,Italy,True,600.0,820.0,IEC,DWA6214S,DWA*6214*,AS/NZS 2007.1:2005,3.58781755715773,3.5,0.0,0.7803,Normal Eco,147.0,"Australia,Fiji,New Zealand",0.3807,97333,Approved,11.3,Built-in,False,600.0,2022-01-16,,Single product class,Available,,http://www.smeg.com.au,11.3,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,14,267,Single,Italy,True,600.0,820.0,IEC,DWA6214W,DWA*6214*,AS/NZS 2007.1:2005,3.58781755715773,3.5,0.0,0.7803,Normal Eco,147.0,"Australia,Fiji,New Zealand",0.3807,97333,Approved,11.3,Built-in,False,600.0,2022-01-16,,Single product class,Available,,http://www.smeg.com.au,11.3,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,14,267,Single,Italy,True,600.0,820.0,IEC,DWA6214X,DWA*6214*,AS/NZS 2007.1:2005,3.58781755715773,3.5,0.0,0.7803,Normal Eco,147.0,"Australia,Fiji,New Zealand",0.3807,97333,Approved,11.3,Built-in,False,600.0,2022-01-16,,Single product class,Available,,http://www.smeg.com.au,11.3,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,14,267,Single,Italy,True,600.0,820.0,IEC,DWAFI6214,DWA*6214*,AS/NZS 2007.1:2005,3.58781755715773,3.5,0.0,0.7803,Normal Eco,147.0,"Australia,Fiji,New Zealand",0.3807,97333,Approved,11.3,Built-in,False,600.0,2022-01-16,,Single product class,Available,,http://www.smeg.com.au,11.3,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,14,267,Single,Italy,True,600.0,820.0,IEC,DWAI6214X,DWA*6214*,AS/NZS 2007.1:2005,3.58781755715773,3.5,0.0,0.7803,Normal Eco,147.0,"Australia,Fiji,New Zealand",0.3807,97333,Approved,11.3,Built-in,False,600.0,2022-01-16,,Single product class,Available,,http://www.smeg.com.au,11.3,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,14,267,Single,Italy,True,600.0,820.0,IEC,DWAU6214X,DWA*6214*,AS/NZS 2007.1:2005,3.58781755715773,3.5,0.0,0.7803,Normal Eco,147.0,"Australia,Fiji,New Zealand",0.3807,97333,Approved,11.3,Built-in,False,600.0,2022-01-16,,Single product class,Available,,http://www.smeg.com.au,11.3,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Westinghouse,15,294,Single,Turkey,True,600.0,850.0,IEC,WS*37381S,WS*37381S,AS/NZS 2007.1:2005,3.51117007205662,3.5,0.0,1.08,ECO 50C,158.0,"Australia,Fiji,New Zealand",0.08,97529,Approved,13.4,Freestanding,False,595.0,2021-04-01,,Single product class,Available,,,13.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Westinghouse,15,294,Single,Turkey,True,600.0,850.0,IEC,WSF67381S,WS*37381S,AS/NZS 2007.1:2005,3.51117007205662,3.5,0.0,1.08,ECO 50C,158.0,"Australia,Fiji,New Zealand",0.08,97529,Approved,13.4,Freestanding,False,595.0,2021-04-01,,Single product class,Available,,,13.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Westinghouse,15,294,Single,Turkey,True,600.0,850.0,IEC,WSU67381S,WS*37381S,AS/NZS 2007.1:2005,3.51117007205662,3.5,0.0,1.08,ECO 50C,158.0,"Australia,Fiji,New Zealand",0.08,97529,Approved,13.4,Freestanding,False,595.0,2021-04-01,,Single product class,Available,,,13.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Omega,10,224,Single,China,False,,,IEC,ODW300X,,AS/NZS 2007.1:2005,3.13679167824531,3.0,0.0,0.32,Normal,129.01,"Australia,Fiji,New Zealand",0.2,97786,Approved,12.2,Freestanding,False,,2021-04-14,,Single product class,Available,,http://www.omegaappliances.com.au,12.2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BOSCH,14,268,Single,"Turkey,Germany",True,,,IEC,"GV640B-3,5-14-140111","GV640B-3,5-14-140111",AS/NZS 2007.1:2005,3.57733652344864,3.5,0.124,0.124,Normal 45,134.0,"Australia,Fiji,New Zealand",0.124,97854,Approved,13.47,Built-in,False,,2021-05-03,,Single product class,Available,,http://www.bosch-home.com.au/,13.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BOSCH,14,268,Single,"Turkey,Germany",True,,,IEC,SMS50E38AU,"GV640B-3,5-14-140111",AS/NZS 2007.1:2005,3.57733652344864,3.5,0.124,0.124,Normal 45,134.0,"Australia,Fiji,New Zealand",0.124,97854,Approved,13.47,Built-in,False,,2021-05-03,,Single product class,Available,,http://www.bosch-home.com.au/,13.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BOSCH,14,268,Single,"Turkey,Germany",True,,,IEC,SMS60M18AU,"GV640B-3,5-14-140111",AS/NZS 2007.1:2005,3.57733652344864,3.5,0.124,0.124,Normal 45,134.0,"Australia,Fiji,New Zealand",0.124,97854,Approved,13.47,Built-in,False,,2021-05-03,,Single product class,Available,,http://www.bosch-home.com.au/,13.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BOSCH,14,268,Single,"Turkey,Germany",True,,,IEC,SMU50E32AU,"GV640B-3,5-14-140111",AS/NZS 2007.1:2005,3.57733652344864,3.5,0.124,0.124,Normal 45,134.0,"Australia,Fiji,New Zealand",0.124,97854,Approved,13.47,Built-in,False,,2021-05-03,,Single product class,Available,,http://www.bosch-home.com.au/,13.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BOSCH,14,268,Single,"Turkey,Germany",True,,,IEC,SMU50E35AU,"GV640B-3,5-14-140111",AS/NZS 2007.1:2005,3.57733652344864,3.5,0.124,0.124,Normal 45,134.0,"Australia,Fiji,New Zealand",0.124,97854,Approved,13.47,Built-in,False,,2021-05-03,,Single product class,Available,,http://www.bosch-home.com.au/,13.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Levante,12,311,Single,China,False,580.0,850.0,IEC,LEV-DW605A,,AS/NZS 2007.1:2005,2.72794517526447,2.5,0.0,2.38,Normal and 55℃,110.0,"Australia,Fiji,New Zealand",0.0,97965,Approved,12.0,Freestanding,False,600.0,2021-05-17,,Single product class,Available,,,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
